Provinsi,Kabupaten/Kota,Jenis Ikan,Volume Produksi,Nilai Produksi,Konsumsi
MALUKU UTARA,HALMAHERA BARAT,NILA,62.9,2086765000,0
MALUKU UTARA,HALMAHERA BARAT,RUMPUT LAUT SPINOSUM,102.9,617400000,0
MALUKU UTARA,HALMAHERA BARAT,SELAR,0,78641320000,743
MALUKU UTARA,HALMAHERA BARAT,TERI,962.312,10442380000,1028
MALUKU UTARA,HALMAHERA BARAT,TONGKOL,581.278,34982740000,0
MALUKU UTARA,HALMAHERA BARAT,TUNA,835.3,20882500000,0
MALUKU UTARA,HALMAHERA SELATAN,BARONANG,1396.77,21903548000,0
MALUKU UTARA,HALMAHERA SELATAN,BAWAL,4.492,97712000,0
MALUKU UTARA,HALMAHERA SELATAN,BAYEMAN,5.707,57070000,0
MALUKU UTARA,HALMAHERA SELATAN,BIJI NANGKA,9.41,86047570000,0
MALUKU UTARA,HALMAHERA SELATAN,CAKALANG,1459.9,57733300000,0
MALUKU UTARA,HALMAHERA SELATAN,CUMI-CUMI,959.712,15995200000,0
MALUKU UTARA,HALMAHERA SELATAN,EKOR KUNING,10.767,80646495000,0
MALUKU UTARA,HALMAHERA SELATAN,JULUNG-JULUNG,0,21309090000,0
MALUKU UTARA,HALMAHERA SELATAN,KACI-KACI,0,171096050000,0
MALUKU UTARA,HALMAHERA SELATAN,KAKAP,4.852,178854635000,0
MALUKU UTARA,HALMAHERA SELATAN,KAKATUA,432.688,59367860000,0
MALUKU UTARA,HALMAHERA SELATAN,KEMBUNG,144.66,2882400000,877
MALUKU UTARA,HALMAHERA SELATAN,KERAPU,701.018,75375560000,0
MALUKU UTARA,HALMAHERA SELATAN,KURISI,0,132534930000,0
MALUKU UTARA,HALMAHERA SELATAN,KUWE,4.213,83641423000,0
MALUKU UTARA,HALMAHERA SELATAN,LAYANG,0,76302515000,0
MALUKU UTARA,HALMAHERA SELATAN,RUMPUT LAUT SPINOSUM,151.74,910440000,0
MALUKU UTARA,HALMAHERA SELATAN,SELAR,323.889,29724060000,2015
MALUKU UTARA,HALMAHERA SELATAN,TENGGIRI,0,32003930000,27
MALUKU UTARA,HALMAHERA SELATAN,TERI,0,26960400000,361
MALUKU UTARA,HALMAHERA SELATAN,TONGKOL,390.617,50856860000,0
MALUKU UTARA,HALMAHERA SELATAN,TUNA,554.601,43638775000,0
MALUKU UTARA,HALMAHERA SELATAN,UDANG,101.194,10119400000,0
MALUKU UTARA,HALMAHERA TENGAH,BARONANG,289.688,7097345000,0
MALUKU UTARA,HALMAHERA TENGAH,BIJI NANGKA,718.256,17238045000,0
MALUKU UTARA,HALMAHERA TENGAH,CAKALANG,476.297,36964820000,0
MALUKU UTARA,HALMAHERA TENGAH,EKOR KUNING,3.734,79355000,0
MALUKU UTARA,HALMAHERA TENGAH,JULUNG-JULUNG,569.489,11389780000,0
MALUKU UTARA,HALMAHERA TENGAH,KACI-KACI,641.14,12822800000,0
MALUKU UTARA,HALMAHERA TENGAH,KAKAP,201.172,34862400000,0
MALUKU UTARA,HALMAHERA TENGAH,KAKATUA,369.603,9055260000,0
MALUKU UTARA,HALMAHERA TENGAH,KEMBUNG,229.524,84490760000,1497
MALUKU UTARA,HALMAHERA TENGAH,KERAPU,737.746,25137195000,0
MALUKU UTARA,HALMAHERA TENGAH,KURISI,746.485,14929700000,0
MALUKU UTARA,HALMAHERA TENGAH,LAYANG,551.666,116093840000,0
MALUKU UTARA,HALMAHERA TENGAH,LENCAM,560.232,11204640000,0
MALUKU UTARA,HALMAHERA TENGAH,MAS,5.5,182000000,0
MALUKU UTARA,HALMAHERA TENGAH,NILA,16.275,525375000,0
MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT COTTONII,21,126000000,0
MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT SPINOSUM,31.05,186300000,0
MALUKU UTARA,HALMAHERA TENGAH,SELAR,1067.542,21350840000,2733
MALUKU UTARA,HALMAHERA TENGAH,TONGKOL,476.969,55264940000,0
MALUKU UTARA,HALMAHERA TENGAH,TUNA,922.24,18444800000,0
MALUKU UTARA,HALMAHERA TENGAH,UDANG,2.88,259200000,0
MALUKU UTARA,HALMAHERA TIMUR,BARONANG,669.415,16182725000,0
MALUKU UTARA,HALMAHERA TIMUR,BAYEMAN,459.213,11480325000,0
MALUKU UTARA,HALMAHERA TIMUR,BIJI NANGKA,874.657,21187580000,0
MALUKU UTARA,HALMAHERA TIMUR,CAKALANG,438.29,56737560000,0
MALUKU UTARA,HALMAHERA TIMUR,CUMI-CUMI,102.67,29294140000,0
MALUKU UTARA,HALMAHERA TIMUR,EKOR KUNING,451.932,103944360000,0
MALUKU UTARA,HALMAHERA TIMUR,JULUNG-JULUNG,380.3,7130625000,0
MALUKU UTARA,HALMAHERA TIMUR,KACI-KACI,86.019,1720380000,0
MALUKU UTARA,HALMAHERA TIMUR,KAKAP,924.082,21541730000,0
MALUKU UTARA,HALMAHERA TIMUR,KAKATUA,153.071,3061420000,0
MALUKU UTARA,HALMAHERA TIMUR,KEMBUNG,1325.775,26515500000,3601
MALUKU UTARA,HALMAHERA TIMUR,KERAPU,990.328,35258550000,0
MALUKU UTARA,HALMAHERA TIMUR,KURISI,582.231,14555775000,0
MALUKU UTARA,HALMAHERA TIMUR,KUWE,1039.555,59978875000,0
MALUKU UTARA,HALMAHERA TIMUR,LAYANG,1177.089,23541780000,0
MALUKU UTARA,HALMAHERA TIMUR,LELE,58.47,1461750000,0
MALUKU UTARA,HALMAHERA TIMUR,MAS,8.82,264600000,0
MALUKU UTARA,HALMAHERA TIMUR,NILA,9.597,342330000,0
MALUKU UTARA,HALMAHERA TIMUR,RUMPUT LAUT COTTONII,619.728,2945898000,0
MALUKU UTARA,HALMAHERA TIMUR,SELAR,371.902,7438040000,123
MALUKU UTARA,HALMAHERA TIMUR,TENGGIRI,581.56,13812050000,103
MALUKU UTARA,HALMAHERA TIMUR,TERI,6.857,22587290000,718
MALUKU UTARA,HALMAHERA TIMUR,TONGKOL,159.087,36101900000,0
MALUKU UTARA,HALMAHERA TIMUR,TUNA,270.621,5412420000,0
MALUKU UTARA,HALMAHERA TIMUR,UDANG,12.288,921600000,0
MALUKU UTARA,HALMAHERA UTARA,BANDENG,127,2540000,11
MALUKU UTARA,HALMAHERA UTARA,BARONANG,1212.263,28044415000,0
MALUKU UTARA,HALMAHERA UTARA,BAYEMAN,52.721,1054420000,0
MALUKU UTARA,HALMAHERA UTARA,BIJI NANGKA,1278.814,30206760000,0
MALUKU UTARA,HALMAHERA UTARA,CAKALANG,997.563,98433995000,0
MALUKU UTARA,HALMAHERA UTARA,CUMI-CUMI,0,24888720000,0
MALUKU UTARA,HALMAHERA UTARA,EKOR KUNING,1947.234,56251000000,0
MALUKU UTARA,HALMAHERA UTARA,JULUNG-JULUNG,1384.575,27691500000,0
MALUKU UTARA,HALMAHERA UTARA,KACI-KACI,235.866,4717320000,0
MALUKU UTARA,HALMAHERA UTARA,KAKAP,1250.113,66855260000,0
MALUKU UTARA,HALMAHERA UTARA,KAKATUA,316.326,7908150000,0
MALUKU UTARA,HALMAHERA UTARA,KEMBUNG,1048.93,43971470000,1208
MALUKU UTARA,HALMAHERA UTARA,KERAPU,1081.18,41117620000,0
MALUKU UTARA,HALMAHERA UTARA,KURISI,815,20375000,0
MALUKU UTARA,HALMAHERA UTARA,KUWE,576.3,13687500000,0
MALUKU UTARA,HALMAHERA UTARA,LAYANG,936.007,44093749000,0
MALUKU UTARA,HALMAHERA UTARA,LENCAM,85.317,2132925000,0
MALUKU UTARA,HALMAHERA UTARA,MAS,102.001,4033770000,0
MALUKU UTARA,HALMAHERA UTARA,NILA,102.882,3600870000,0
MALUKU UTARA,HALMAHERA UTARA,PATIN,1.221,30525000,0
MALUKU UTARA,HALMAHERA UTARA,SELAR,810.167,13390780000,933
MALUKU UTARA,HALMAHERA UTARA,TENGGIRI,210.951,5192640000,185
MALUKU UTARA,HALMAHERA UTARA,TERI,982.688,28049360000,852
MALUKU UTARA,HALMAHERA UTARA,TONGKOL,688.187,59505690000,0
MALUKU UTARA,HALMAHERA UTARA,TUNA,352.436,79384705000,0
MALUKU UTARA,HALMAHERA UTARA,UDANG,155.48,2217360000,0
MALUKU UTARA,KEPULAUAN SULA,BARONANG,1695.666,40272070000,0
MALUKU UTARA,KEPULAUAN SULA,BIJI NANGKA,750.384,17821620000,0
MALUKU UTARA,KEPULAUAN SULA,CAKALANG,0,122231360000,0
MALUKU UTARA,KEPULAUAN SULA,CUMI-CUMI,442.288,4975740000,0
MALUKU UTARA,KEPULAUAN SULA,EKOR KUNING,1635.285,53146765000,0
MALUKU UTARA,KEPULAUAN SULA,JULUNG-JULUNG,477.217,9544340000,0
MALUKU UTARA,KEPULAUAN SULA,KACI-KACI,272.989,5459780000,0
MALUKU UTARA,KEPULAUAN SULA,KAKAP,85.148,35628675000,0
MALUKU UTARA,KEPULAUAN SULA,KAKATUA,893.632,21223760000,0
MALUKU UTARA,KEPULAUAN SULA,KEMBUNG,489.076,60097420000,1858
MALUKU UTARA,KEPULAUAN SULA,KERAPU,384.167,59669740000,0
MALUKU UTARA,KEPULAUAN SULA,KURISI,730.248,43347755000,0
MALUKU UTARA,KEPULAUAN SULA,KUWE,1310.545,19860815000,0
MALUKU UTARA,KEPULAUAN SULA,LAYANG,938.879,18777580000,0
MALUKU UTARA,KEPULAUAN SULA,LENCAM,604.995,15124875000,0
MALUKU UTARA,KEPULAUAN SULA,MAS,1.494,44820000,0
MALUKU UTARA,KEPULAUAN SULA,NILA,5.148,180180000,0
MALUKU UTARA,KEPULAUAN SULA,RUMPUT LAUT SARGASSUM,0,281548670000,0
MALUKU UTARA,KEPULAUAN SULA,SELAR,247.162,4943240000,1177
MALUKU UTARA,KEPULAUAN SULA,SWANGGI,410.265,9743790000,0
MALUKU UTARA,KEPULAUAN SULA,TENGGIRI,393.488,9345340000,82
MALUKU UTARA,KEPULAUAN SULA,TERI,1238.956,12389560000,124
MALUKU UTARA,KEPULAUAN SULA,TONGKOL,0,24122280000,0
MALUKU UTARA,KEPULAUAN SULA,TUNA,0,99331200000,0
MALUKU UTARA,KEPULAUAN SULA,UDANG,4.608,357120000,0
MALUKU UTARA,KOTA TERNATE,BARONANG,872.386,10911355000,0
MALUKU UTARA,KOTA TERNATE,BAWAL,1063.577,528720000,0
MALUKU UTARA,KOTA TERNATE,BAYEMAN,192.636,4575105000,0
MALUKU UTARA,KOTA TERNATE,BIJI NANGKA,1515.18,40118560000,0
MALUKU UTARA,KOTA TERNATE,CAKALANG,3304.386,548067389000,0
MALUKU UTARA,KOTA TERNATE,CUMI-CUMI,980.464,2020264000,0
MALUKU UTARA,KOTA TERNATE,EKOR KUNING,1368.607,97113356000,0
MALUKU UTARA,KOTA TERNATE,JULUNG-JULUNG,258.006,5148090000,0
MALUKU UTARA,KOTA TERNATE,KACI-KACI,200.936,4018720000,0
MALUKU UTARA,KOTA TERNATE,KAKAP,2783.489,28449900000,0
MALUKU UTARA,KOTA TERNATE,KAKATUA,13.426,402780000,0
MALUKU UTARA,KOTA TERNATE,KEMBUNG,1377.3,10932540000,2255
MALUKU UTARA,KOTA TERNATE,KERAPU,845.19,200932915000,0
MALUKU UTARA,KOTA TERNATE,KURISI,1555.827,4730640000,0
MALUKU UTARA,KOTA TERNATE,KUWE,1743.762,7959550000,0
MALUKU UTARA,KOTA TERNATE,LAYANG,1501.199,48215939000,0
MALUKU UTARA,KOTA TERNATE,LAYUR,477.274,497152000,0
MALUKU UTARA,KOTA TERNATE,LEMURU,13.991,149270000,0
MALUKU UTARA,KOTA TERNATE,LENCAM,1602.278,5270000000,0
MALUKU UTARA,KOTA TERNATE,NILA,851.777,11560465000,0
MALUKU UTARA,KOTA TERNATE,PISANG-PISANG,529,13225000,0
MALUKU UTARA,KOTA TERNATE,SELAR,817.223,11031450000,1780
MALUKU UTARA,KOTA TERNATE,SUNGLIR,1851.085,481938000,0
MALUKU UTARA,KOTA TERNATE,SWANGGI,455.406,194280000,0
MALUKU UTARA,KOTA TERNATE,TENGGIRI,785.035,18551660000,310
MALUKU UTARA,KOTA TERNATE,TERI,153.066,1607002000,611
MALUKU UTARA,KOTA TERNATE,TONGKOL,1300.041,18688131000,0
MALUKU UTARA,KOTA TERNATE,TUNA,3465.852,83678559000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,BARONANG,85.954,1719080000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,BAYEMAN,3.549,77330000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,BIJI NANGKA,166.899,3337980000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,CAKALANG,267.858,139069575000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,CUMI-CUMI,136.005,2040075000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,EKOR KUNING,904.877,70196035000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,KACI-KACI,19.712,394240000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,KAKAP,117.202,2344040000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,KAKATUA,618.873,152760000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,KEMBUNG,769.472,28754300000,1309
MALUKU UTARA,KOTA TIDORE KEPULAUAN,KERAPU,1022.008,2693420000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,KURISI,54.254,1085080000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,KUWE,697,17425000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,LAYANG,48.125,181149925000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,LEMURU,894.738,513310000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,NILA,1.308,45240000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,RUMPUT LAUT COTTONII,10.548,42192000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,SELAR,232.69,33037740000,1772
MALUKU UTARA,KOTA TIDORE KEPULAUAN,TENGGIRI,72.326,1446520000,285
MALUKU UTARA,KOTA TIDORE KEPULAUAN,TERI,178.5,1785000000,646
MALUKU UTARA,KOTA TIDORE KEPULAUAN,TONGKOL,12.183,87665715000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,TUNA,1540.658,131678955000,0
MALUKU UTARA,KOTA TIDORE KEPULAUAN,UDANG,2.555,178850000,0
MALUKU UTARA,PULAU MOROTAI,BIJI NANGKA,22.199,47652181000,0
MALUKU UTARA,PULAU MOROTAI,CAKALANG,723.92,14478400000,0
MALUKU UTARA,PULAU MOROTAI,JULUNG-JULUNG,243.281,4865620000,0
MALUKU UTARA,PULAU MOROTAI,KACI-KACI,450.886,11183075000,0
MALUKU UTARA,PULAU MOROTAI,KAKAP,825.759,20609405000,0
MALUKU UTARA,PULAU MOROTAI,KERAPU,173.975,56217440000,0
MALUKU UTARA,PULAU MOROTAI,KURISI,228.292,5676086000,0
MALUKU UTARA,PULAU MOROTAI,KUWE,165.994,4149850000,0
MALUKU UTARA,PULAU MOROTAI,LAYANG,317.202,50558560000,0
MALUKU UTARA,PULAU MOROTAI,MAS,1.602,48060000,0
MALUKU UTARA,PULAU MOROTAI,NILA,7.626,268860000,0
MALUKU UTARA,PULAU MOROTAI,RUMPUT LAUT SARGASSUM,0,23160384000,0
MALUKU UTARA,PULAU MOROTAI,SELAR,34.8,696000000,530
MALUKU UTARA,PULAU MOROTAI,TENGGIRI,404.636,10115900000,139
MALUKU UTARA,PULAU MOROTAI,TERI,100.416,1129680000,223
MALUKU UTARA,PULAU MOROTAI,TONGKOL,104.398,2087960000,0
MALUKU UTARA,PULAU MOROTAI,TUNA,976.31,231545130000,0
MALUKU UTARA,PULAU MOROTAI,UDANG,5.244,419520000,0
MALUKU UTARA,PULAU TALIABU,BARONANG,753.511,17452865000,0
MALUKU UTARA,PULAU TALIABU,CAKALANG,484.2,76950860000,0
MALUKU UTARA,PULAU TALIABU,CUMI-CUMI,128.483,1445440000,0
MALUKU UTARA,PULAU TALIABU,EKOR KUNING,380.76,11983870000,0
MALUKU UTARA,PULAU TALIABU,JULUNG-JULUNG,410.02,8200400000,0
MALUKU UTARA,PULAU TALIABU,KAKAP,209.488,35970040000,0
MALUKU UTARA,PULAU TALIABU,KEMBUNG,1943.278,38865560000,1037
MALUKU UTARA,PULAU TALIABU,KERAPU,1021.011,42758075000,0
MALUKU UTARA,PULAU TALIABU,KUWE,1011.8,24030250000,0
MALUKU UTARA,PULAU TALIABU,LAYANG,1978.661,107939400000,0
MALUKU UTARA,PULAU TALIABU,LEMURU,114.41,1144100000,0
MALUKU UTARA,PULAU TALIABU,MAS,276.729,299880000,0
MALUKU UTARA,PULAU TALIABU,NILA,17.698,522640000,0
MALUKU UTARA,PULAU TALIABU,RUMPUT LAUT SARGASSUM,0,86370012000,0
MALUKU UTARA,PULAU TALIABU,TENGGIRI,81.528,28192560000,72
MALUKU UTARA,PULAU TALIABU,TERBANG,170.1,2211300000,0
MALUKU UTARA,PULAU TALIABU,TERI,0,16450420000,278
MALUKU UTARA,PULAU TALIABU,TONGKOL,0,97176080000,0
MALUKU UTARA,PULAU TALIABU,TUNA,420.405,8408100000,0
MALUKU UTARA,PULAU TALIABU,UDANG,4.608,345600000,0
NUSA TENGGARA BARAT,BIMA,ALU-ALU,2.589,64725000,0
NUSA TENGGARA BARAT,BIMA,BANDENG,0,105662720000,1653
NUSA TENGGARA BARAT,BIMA,BARONANG,2014.53,30217950000,0
NUSA TENGGARA BARAT,BIMA,BAWAL,133.293,2665860000,0
NUSA TENGGARA BARAT,BIMA,BELANAK,1503.297,8739270000,0
NUSA TENGGARA BARAT,BIMA,BELOSO,212.409,2867521500,0
NUSA TENGGARA BARAT,BIMA,BIJI NANGKA,2572.865,30398107500,0
NUSA TENGGARA BARAT,BIMA,CAKALANG,2460.014,44998731000,0
NUSA TENGGARA BARAT,BIMA,CUMI-CUMI,760.532,54736770000,0
NUSA TENGGARA BARAT,BIMA,EKOR KUNING,640.461,9606915000,0
NUSA TENGGARA BARAT,BIMA,GEROT-GEROT,1106.579,6396677000,0
NUSA TENGGARA BARAT,BIMA,GULAMAH,349.596,4544748000,0
NUSA TENGGARA BARAT,BIMA,HIU,1.813,23569000,0
NUSA TENGGARA BARAT,BIMA,JULUNG-JULUNG,1370.479,16432822000,0
NUSA TENGGARA BARAT,BIMA,KACI-KACI,340.941,10228230000,0
NUSA TENGGARA BARAT,BIMA,KAKAP,1477.55,24642185000,0
NUSA TENGGARA BARAT,BIMA,KEMBUNG,1594.518,11488148000,419
NUSA TENGGARA BARAT,BIMA,KEPITING,298.054,17883240000,0
NUSA TENGGARA BARAT,BIMA,KERAPU,477.477,24879865000,0
NUSA TENGGARA BARAT,BIMA,KERONG-KERONG,1322.58,4432785000,0
NUSA TENGGARA BARAT,BIMA,KURISI,1671.255,33571930000,0
NUSA TENGGARA BARAT,BIMA,KUWE,1941.517,39164918000,0
NUSA TENGGARA BARAT,BIMA,LAYANG,2553.827,41818266000,0
NUSA TENGGARA BARAT,BIMA,LAYUR,802.327,6838501000,0
NUSA TENGGARA BARAT,BIMA,LELE,95.624,2390600000,0
NUSA TENGGARA BARAT,BIMA,LEMADANG,25,375,0
NUSA TENGGARA BARAT,BIMA,LEMURU,2992.239,58469190000,0
NUSA TENGGARA BARAT,BIMA,LENCAM,1613.605,8420759500,0
NUSA TENGGARA BARAT,BIMA,NILA,11.934,334152000,0
NUSA TENGGARA BARAT,BIMA,PARI,417,4170000,0
NUSA TENGGARA BARAT,BIMA,PEPEREK,2758.425,12241490000,0
NUSA TENGGARA BARAT,BIMA,RAJUNGAN,501.282,15051619000,0
NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT GRACILARIA,0,125363775000,0
NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT SARGASSUM,634.89,14249059500,0
NUSA TENGGARA BARAT,BIMA,SELAR,3258.379,30453927000,1109
NUSA TENGGARA BARAT,BIMA,SOTONG,1237.484,59399232000,0
NUSA TENGGARA BARAT,BIMA,SUNGLIR,214.796,2654991000,0
NUSA TENGGARA BARAT,BIMA,TENGGIRI,756.134,22734190000,968
NUSA TENGGARA BARAT,BIMA,TERBANG,642.513,431130000,0
NUSA TENGGARA BARAT,BIMA,TERI,1821.678,21644842000,1614
NUSA TENGGARA BARAT,BIMA,TONGKOL,3294.211,27384395000,0
NUSA TENGGARA BARAT,BIMA,TUNA,1388.606,37649840000,0
NUSA TENGGARA BARAT,BIMA,UDANG,1332.709,896997994000,0
NUSA TENGGARA BARAT,DOMPU,ALU-ALU,1115.706,296961000,0
NUSA TENGGARA BARAT,DOMPU,BANDENG,0,87429520000,1653
NUSA TENGGARA BARAT,DOMPU,BARONANG,827.479,545600000,0
NUSA TENGGARA BARAT,DOMPU,BAWAL,2068.356,869545000,0
NUSA TENGGARA BARAT,DOMPU,BELANAK,1686.274,3521850000,0
NUSA TENGGARA BARAT,DOMPU,BIJI NANGKA,17.892,357840000,0
NUSA TENGGARA BARAT,DOMPU,CAKALANG,1574.102,31482040000,0
NUSA TENGGARA BARAT,DOMPU,CUMI-CUMI,33.765,1350600000,0
NUSA TENGGARA BARAT,DOMPU,EKOR KUNING,1102.014,102240000,0
NUSA TENGGARA BARAT,DOMPU,GABUS,1.381,55240000,9
NUSA TENGGARA BARAT,DOMPU,GEROT-GEROT,503,7545000,0
NUSA TENGGARA BARAT,DOMPU,GULAMAH,2036.724,718350000,0
NUSA TENGGARA BARAT,DOMPU,GURITA,29.501,885030000,0
NUSA TENGGARA BARAT,DOMPU,JULUNG-JULUNG,10.749,161235000,0
NUSA TENGGARA BARAT,DOMPU,KACI-KACI,830.463,847980000,0
NUSA TENGGARA BARAT,DOMPU,KAKAP,51.953,1818355000,0
NUSA TENGGARA BARAT,DOMPU,KAKATUA,7.799,194975000,0
NUSA TENGGARA BARAT,DOMPU,KAPAS-KAPAS,457,4570000,0
NUSA TENGGARA BARAT,DOMPU,KEMBUNG,95.858,1917160000,757
NUSA TENGGARA BARAT,DOMPU,KEPITING,2.209,158770000,0
NUSA TENGGARA BARAT,DOMPU,KERANG,55.265,1372625000,0
NUSA TENGGARA BARAT,DOMPU,KERAPU,39.99,1599600000,0
NUSA TENGGARA BARAT,DOMPU,KERONG-KERONG,817.33,242720000,0
NUSA TENGGARA BARAT,DOMPU,KURISI,894.854,858095000,0
NUSA TENGGARA BARAT,DOMPU,KURO,1338.077,231015000,0
NUSA TENGGARA BARAT,DOMPU,KUWE,453.441,1720650000,0
NUSA TENGGARA BARAT,DOMPU,LAYANG,498.629,9972580000,0
NUSA TENGGARA BARAT,DOMPU,LAYUR,987.478,92070000,0
NUSA TENGGARA BARAT,DOMPU,LELE,92.69,2317250000,0
NUSA TENGGARA BARAT,DOMPU,LEMURU,1751.475,10311960000,0
NUSA TENGGARA BARAT,DOMPU,LENCAM,721.524,405750000,0
NUSA TENGGARA BARAT,DOMPU,LOBSTER,10.898,3266400000,0
NUSA TENGGARA BARAT,DOMPU,MANYUNG,7.683,115245000,0
NUSA TENGGARA BARAT,DOMPU,MAS,182.992,5489760000,0
NUSA TENGGARA BARAT,DOMPU,MUJAIR,317.27,7931750000,0
NUSA TENGGARA BARAT,DOMPU,NILA,867.673,21691825000,0
NUSA TENGGARA BARAT,DOMPU,PATIN,5.538,166140000,0
NUSA TENGGARA BARAT,DOMPU,PEPEREK,459.232,4592320000,0
NUSA TENGGARA BARAT,DOMPU,RAJUNGAN,883.544,738540000,0
NUSA TENGGARA BARAT,DOMPU,REMIS,50,500,0
NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT COTTONII,0,9121300000,0
NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT GRACILARIA,12,30000000,0
NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT SARGASSUM,0,322466210000,0
NUSA TENGGARA BARAT,DOMPU,SARDEN,404.374,107680000,0
NUSA TENGGARA BARAT,DOMPU,SELAR,1016.937,3235590000,3232
NUSA TENGGARA BARAT,DOMPU,TALANG-TALANG,703.217,138280000,0
NUSA TENGGARA BARAT,DOMPU,TAWES,104.681,2877880000,0
NUSA TENGGARA BARAT,DOMPU,TENGGIRI,942.85,1372440000,360
NUSA TENGGARA BARAT,DOMPU,TERBANG,11.286,169290000,0
NUSA TENGGARA BARAT,DOMPU,TERI,769.301,22391460240,1078
NUSA TENGGARA BARAT,DOMPU,TIRAM,10.247,409880000,0
NUSA TENGGARA BARAT,DOMPU,TONGKOL,1030.59,61469370000,0
NUSA TENGGARA BARAT,DOMPU,TUNA,1174.107,44277495000,0
NUSA TENGGARA BARAT,DOMPU,UDANG,255.164,55880340000,0
NUSA TENGGARA BARAT,KOTA BIMA,BANDENG,321.83,8045750000,2395
NUSA TENGGARA BARAT,KOTA BIMA,BARONANG,2067.55,1163065000,0
NUSA TENGGARA BARAT,KOTA BIMA,BAWAL,996.598,128140000,0
NUSA TENGGARA BARAT,KOTA BIMA,BAWAL LAUT,13.47,471450000,0
NUSA TENGGARA BARAT,KOTA BIMA,BELANAK,235.58,406952000,0
NUSA TENGGARA BARAT,KOTA BIMA,BELOSO,628.608,212160000,0
NUSA TENGGARA BARAT,KOTA BIMA,BIJI NANGKA,1409.826,388762500,0
NUSA TENGGARA BARAT,KOTA BIMA,CAKALANG,327.823,1440825000,0
NUSA TENGGARA BARAT,KOTA BIMA,CUMI-CUMI,92.257,1845140000,0
NUSA TENGGARA BARAT,KOTA BIMA,EKOR KUNING,1480.006,1186000000,0
NUSA TENGGARA BARAT,KOTA BIMA,GURITA,11.489,229780000,0
NUSA TENGGARA BARAT,KOTA BIMA,JULUNG-JULUNG,1082.369,144380000,0
NUSA TENGGARA BARAT,KOTA BIMA,KACI-KACI,1822.166,1318280000,0
NUSA TENGGARA BARAT,KOTA BIMA,KAKAP,2138.706,2111760000,0
NUSA TENGGARA BARAT,KOTA BIMA,KEMBUNG,2108.182,1233150000,516
NUSA TENGGARA BARAT,KOTA BIMA,KEPITING,225.77,374525000,0
NUSA TENGGARA BARAT,KOTA BIMA,KERANG,942.442,43810000,0
NUSA TENGGARA BARAT,KOTA BIMA,KERAPU,2391.538,4591660000,0
NUSA TENGGARA BARAT,KOTA BIMA,KERONG-KERONG,1053.642,326640000,0
NUSA TENGGARA BARAT,KOTA BIMA,KURISI,1709.111,1223430000,0
NUSA TENGGARA BARAT,KOTA BIMA,KUWE,2174.626,495560000,0
NUSA TENGGARA BARAT,KOTA BIMA,LAYANG,1086.352,1612780000,0
NUSA TENGGARA BARAT,KOTA BIMA,LAYARAN,1224.001,168225000,0
NUSA TENGGARA BARAT,KOTA BIMA,LAYUR,13.325,186550000,0
NUSA TENGGARA BARAT,KOTA BIMA,LELE,267.57,6689250000,0
NUSA TENGGARA BARAT,KOTA BIMA,LEMURU,145.563,1455630000,0
NUSA TENGGARA BARAT,KOTA BIMA,LENCAM,1336.558,1616312500,0
NUSA TENGGARA BARAT,KOTA BIMA,LOBSTER,877.525,360150000,0
NUSA TENGGARA BARAT,KOTA BIMA,LOBSTER TAWAR,159.943,139500000,0
NUSA TENGGARA BARAT,KOTA BIMA,MAS,2.92,87600000,0
NUSA TENGGARA BARAT,KOTA BIMA,NILA,517.89,2752680000,0
NUSA TENGGARA BARAT,KOTA BIMA,PARI,7.369,73690000,0
NUSA TENGGARA BARAT,KOTA BIMA,PEPEREK,536.406,518910000,0
NUSA TENGGARA BARAT,KOTA BIMA,RAJUNGAN,49.314,862995000,0
NUSA TENGGARA BARAT,KOTA BIMA,SELAR,4352.369,639585930,262
NUSA TENGGARA BARAT,KOTA BIMA,SOTONG,626.54,223120000,0
