Provinsi,Kabupaten/Kota,Jenis Ikan,Volume Produksi,Nilai Produksi,Konsumsi
ACEH,ACEH BARAT,BANDENG,462.63,71070000,1169
ACEH,ACEH BARAT,CAKALANG,1120.95,960382683,0
ACEH,ACEH BARAT,KAKAP,1250.74,6805814548,0
ACEH,ACEH BARAT,KEMBUNG,1370.749,32601894216,3589
ACEH,ACEH BARAT,KERANG,186.61,1306270000,0
ACEH,ACEH BARAT,KUWE,1455.186,4111473666,0
ACEH,ACEH BARAT,LAYANG,1170.932,421400000,0
ACEH,ACEH BARAT,LAYUR,891.718,11057664500,0
ACEH,ACEH BARAT,LELE,57.28,1432000000,0
ACEH,ACEH BARAT,MAS,11.88,415800000,0
ACEH,ACEH BARAT,NILA,65.11,1953300000,0
ACEH,ACEH BARAT,PEPEREK,791.548,124980000,0
ACEH,ACEH BARAT,SELAR,452.752,9306770112,434
ACEH,ACEH BARAT,TENGGIRI,1112.797,7911561830,258
ACEH,ACEH BARAT,TONGKOL,1229.375,34537291670,0
ACEH,ACEH BARAT,TUNA,819.308,16654220000,0
ACEH,ACEH BARAT,UDANG,677.94,21988200000,0
ACEH,ACEH BARAT DAYA,ALU-ALU,62.568,600600000,0
ACEH,ACEH BARAT DAYA,BETUTU,40,1200000,0
ACEH,ACEH BARAT DAYA,BILIS,1002,70330000000,0
ACEH,ACEH BARAT DAYA,CUMI-CUMI,199,5970000000,0
ACEH,ACEH BARAT DAYA,GABUS,70,3500000,331
ACEH,ACEH BARAT DAYA,GURAMI,335,16750000,0
ACEH,ACEH BARAT DAYA,HIU,25,875000000,0
ACEH,ACEH BARAT DAYA,JELAWAT,70,12600000,0
ACEH,ACEH BARAT DAYA,KAKAP,438.24,20162000000,0
ACEH,ACEH BARAT DAYA,KAPAS-KAPAS,38,950000000,0
ACEH,ACEH BARAT DAYA,KEMBUNG,312.75,7010000000,1578
ACEH,ACEH BARAT DAYA,KERAPU,379,17000000000,0
ACEH,ACEH BARAT DAYA,KUWE,309.464,13973200000,0
ACEH,ACEH BARAT DAYA,LAYUR,48.24,1447200000,0
ACEH,ACEH BARAT DAYA,LELE,847.766,1010440000,0
ACEH,ACEH BARAT DAYA,MAS,583.941,682080000,0
ACEH,ACEH BARAT DAYA,MUJAIR,275,6875000,0
ACEH,ACEH BARAT DAYA,NILA,731.275,650000000,0
ACEH,ACEH BARAT DAYA,PATIN,61.4,194000750,0
ACEH,ACEH BARAT DAYA,SELAR,200,4144000000,1022
ACEH,ACEH BARAT DAYA,SEPAT,145,3110000,0
ACEH,ACEH BARAT DAYA,TAWES,280,7000000,0
ACEH,ACEH BARAT DAYA,TENGGIRI,91.359,1827180000,171
ACEH,ACEH BARAT DAYA,TONGKOL,873.601,150168830000,0
ACEH,ACEH BARAT DAYA,TUNA,1047.108,41884320000,0
ACEH,ACEH BARAT DAYA,UDANG,960.965,124697725000,0
ACEH,ACEH BESAR,BANDENG,123.5,1041625000,713
ACEH,ACEH BESAR,CAKALANG,0,35700000000,0
ACEH,ACEH BESAR,CUMI-CUMI,293.46,10473000000,0
ACEH,ACEH BESAR,KAKAP,395,15800000,0
ACEH,ACEH BESAR,KERAPU,1.57,62800000,0
ACEH,ACEH BESAR,KUWE,600,24000000,0
ACEH,ACEH BESAR,LELE,18.59,316030000,0
ACEH,ACEH BESAR,LOBSTER,1.445,59525000,0
ACEH,ACEH BESAR,MAS,11.7,292500000,0
ACEH,ACEH BESAR,MUJAIR,5.88,140010000,0
ACEH,ACEH BESAR,NILA,14.62,365500000,0
ACEH,ACEH BESAR,TENGGIRI,15.46,65341100000,107
ACEH,ACEH BESAR,TONGKOL,155.258,248566360000,0
ACEH,ACEH BESAR,TUNA,600,18000000,0
ACEH,ACEH BESAR,UDANG,0,264847000000,0
ACEH,ACEH JAYA,BANDENG,4.468,86116000,1002
ACEH,ACEH JAYA,BELANAK,190.76,2713680720,0
ACEH,ACEH JAYA,BELUT PUTIH,61.374,57360000,0
ACEH,ACEH JAYA,CAKALANG,330.72,7937280000,0
ACEH,ACEH JAYA,GABUS,283.615,14826165000,567
ACEH,ACEH JAYA,JELAWAT,401.725,12051750000,0
ACEH,ACEH JAYA,KAKAP,672.932,30281940000,0
ACEH,ACEH JAYA,KERAPU,434.08,19533600000,0
ACEH,ACEH JAYA,KUWE,506.034,20241360000,0
ACEH,ACEH JAYA,LELE,567.135,11355895000,0
ACEH,ACEH JAYA,NILA,844.169,18598700000,0
ACEH,ACEH JAYA,TENGGIRI,265.9,9306500000,189
ACEH,ACEH JAYA,TERI,372.588,8196936000,1545
ACEH,ACEH JAYA,TONGKOL,821.38,18110720000,0
ACEH,ACEH JAYA,TUNA,102.96,3397680000,0
ACEH,ACEH JAYA,UDANG,406.18,121573170000,0
ACEH,ACEH SELATAN,ALU-ALU,2316.856,12626675000,0
ACEH,ACEH SELATAN,BANDENG,5.77,144250000,66
ACEH,ACEH SELATAN,BAWAL,404.757,12433250000,0
ACEH,ACEH SELATAN,BELANAK,5.763,144075000,0
ACEH,ACEH SELATAN,BELOSO,1216.855,46050000,0
ACEH,ACEH SELATAN,BIJI NANGKA,392.099,7286885000,0
ACEH,ACEH SELATAN,CAKALANG,3357.492,93293300000,0
ACEH,ACEH SELATAN,CUMI-CUMI,2725.62,253680000,0
ACEH,ACEH SELATAN,EKOR KUNING,8.02,200500000,0
ACEH,ACEH SELATAN,GABUS,13.313,532520000,78
ACEH,ACEH SELATAN,GURITA,783.777,6001982500,0
ACEH,ACEH SELATAN,HIU,1071.9,4990782000,0
ACEH,ACEH SELATAN,JULUNG-JULUNG,25.5,382500000,0
ACEH,ACEH SELATAN,KAKAP,2336.335,30332575000,0
ACEH,ACEH SELATAN,KAPAS-KAPAS,470.37,116700000,0
ACEH,ACEH SELATAN,KEMBUNG,605.485,23952900000,1528
ACEH,ACEH SELATAN,KEPITING,870,60900000,0
ACEH,ACEH SELATAN,KERAPU,2637.991,26154790000,0
ACEH,ACEH SELATAN,KURISI,489.549,20385045000,0
ACEH,ACEH SELATAN,KUWE,3122.946,23673100000,0
ACEH,ACEH SELATAN,LAYANG,2042.105,9951790000,0
ACEH,ACEH SELATAN,LAYARAN,767.076,8260665000,0
ACEH,ACEH SELATAN,LAYUR,2545.425,907020000,0
ACEH,ACEH SELATAN,LELE,1456.628,2267025000,0
ACEH,ACEH SELATAN,LEMADANG,959.105,4055450000,0
ACEH,ACEH SELATAN,LEMURU,1578.71,2612225000,0
ACEH,ACEH SELATAN,MARLIN,1261.103,19667080000,0
ACEH,ACEH SELATAN,MAS,151.891,840880000,0
ACEH,ACEH SELATAN,MUJAIR,499.178,1009320000,0
ACEH,ACEH SELATAN,NILA,285.637,3504180000,0
ACEH,ACEH SELATAN,PARI,2431.503,17326180000,0
ACEH,ACEH SELATAN,PEPEREK,3.4,34000000,0
ACEH,ACEH SELATAN,PISANG-PISANG,3912.86,1374160000,0
ACEH,ACEH SELATAN,SEBELAH,397.335,3256855000,0
ACEH,ACEH SELATAN,SELAR,2986.632,53523106000,1985
ACEH,ACEH SELATAN,SIDAT,639.888,176250000,0
ACEH,ACEH SELATAN,TALANG-TALANG,1710.37,106125000,0
ACEH,ACEH SELATAN,TENGGIRI,4225.585,16174550000,154
ACEH,ACEH SELATAN,TERI,34.5,690000000,1761
ACEH,ACEH SELATAN,TONGKOL,3097.598,50733668000,0
ACEH,ACEH SELATAN,TUNA,1513.678,33398330000,0
ACEH,ACEH SELATAN,UDANG,22.432,897280000,0
ACEH,ACEH SINGKIL,BELUT LAUT,1528.825,163650000,0
ACEH,ACEH SINGKIL,BIJI NANGKA,66.136,1322720000,0
ACEH,ACEH SINGKIL,CUMI-CUMI,37.922,1327270000,0
ACEH,ACEH SINGKIL,EKOR KUNING,307.5,4612500000,0
ACEH,ACEH SINGKIL,GABUS,547.424,247920000,1265
ACEH,ACEH SINGKIL,GURITA,4.689,351675000,0
ACEH,ACEH SINGKIL,HIU,34.054,681080000,0
ACEH,ACEH SINGKIL,KAKAP,233.814,10599420000,0
ACEH,ACEH SINGKIL,KEMBUNG,20.59,514750000,901
ACEH,ACEH SINGKIL,KEPITING,42.835,2141750000,0
ACEH,ACEH SINGKIL,KERAPU,417.096,26295390000,0
ACEH,ACEH SINGKIL,KURISI,56.314,1970990000,0
ACEH,ACEH SINGKIL,KUWE,405.186,14181510000,0
ACEH,ACEH SINGKIL,LAYANG,116.3,2029500000,0
ACEH,ACEH SINGKIL,LAYARAN,1.702,56110000,0
ACEH,ACEH SINGKIL,LELE,1247.881,1993079000,0
ACEH,ACEH SINGKIL,LOBSTER,438.075,5124850000,0
ACEH,ACEH SINGKIL,MAS,4.563,114075000,0
ACEH,ACEH SINGKIL,MUJAIR,531,13275000,0
ACEH,ACEH SINGKIL,NILA,1456.534,449350000,0
ACEH,ACEH SINGKIL,PARI,64.638,1292760000,0
ACEH,ACEH SINGKIL,PISANG-PISANG,205,3075000000,0
ACEH,ACEH SINGKIL,RAJUNGAN,48.209,1446270000,0
ACEH,ACEH SINGKIL,SEBELAH,585.453,80700000,0
ACEH,ACEH SINGKIL,SELAR,41.178,905916000,228
ACEH,ACEH SINGKIL,TENGGIRI,190.603,6671105000,191
ACEH,ACEH SINGKIL,TERI,168.074,2521110000,1419
ACEH,ACEH SINGKIL,TERIPANG,14.66,5717400000,0
ACEH,ACEH SINGKIL,TONGKOL,269.729,4045935000,0
ACEH,ACEH SINGKIL,TUNA,66.136,1984080000,0
ACEH,ACEH TAMIANG,ALU-ALU,2605.472,1918927795,0
ACEH,ACEH TAMIANG,AYAM-AYAM,126.805,1775270000,0
ACEH,ACEH TAMIANG,BANDENG,3478.494,55978198918,1481
ACEH,ACEH TAMIANG,BAWAL,224.265,9441552000,0
ACEH,ACEH TAMIANG,BAWAL AIR TAWAR,22.08,552000000,0
ACEH,ACEH TAMIANG,BELANAK,1455.115,4161550000,0
ACEH,ACEH TAMIANG,BIJI NANGKA,3588.445,2630317000,0
ACEH,ACEH TAMIANG,CUMI-CUMI,184.684,3324312000,0
ACEH,ACEH TAMIANG,GULAMAH,2477.746,5415137000,0
ACEH,ACEH TAMIANG,GURAMI,32.645,1305800000,0
ACEH,ACEH TAMIANG,GURITA,1319.189,801079666,0
ACEH,ACEH TAMIANG,HARING,537.287,9671166000,0
ACEH,ACEH TAMIANG,HIU,1578.408,4402921000,0
ACEH,ACEH TAMIANG,JULUNG-JULUNG,2208.664,3903369000,0
ACEH,ACEH TAMIANG,KAKAP,3170.272,43585788000,0
ACEH,ACEH TAMIANG,KEMBUNG,2390.03,16307310000,1507
ACEH,ACEH TAMIANG,KEPITING,3317.202,5451588000,0
ACEH,ACEH TAMIANG,KERAPU,2666.311,37424370000,0
ACEH,ACEH TAMIANG,KURISI,1219.263,1651838784,0
ACEH,ACEH TAMIANG,KURO,1.808,23504000,0
ACEH,ACEH TAMIANG,KUWE,44.316,753372000,0
ACEH,ACEH TAMIANG,LAYANG,204.42,3142750000,0
ACEH,ACEH TAMIANG,LAYUR,2716.945,8863932000,0
ACEH,ACEH TAMIANG,LELE,312.427,5623686000,0
ACEH,ACEH TAMIANG,MAS,23.343,466860000,0
ACEH,ACEH TAMIANG,MUJAIR,144.551,2601918000,0
ACEH,ACEH TAMIANG,NILA,484.724,10924018000,0
ACEH,ACEH TAMIANG,PARI,4486.622,4343224828,0
ACEH,ACEH TAMIANG,RAJUNGAN,206.695,6820935000,0
ACEH,ACEH TAMIANG,SARDEN,3511.02,101650800,0
ACEH,ACEH TAMIANG,SELAR,2499.035,17930944000,86
ACEH,ACEH TAMIANG,SEMBILANG,1407.482,370898750,0
ACEH,ACEH TAMIANG,SWANGGI,4.454,44540000,0
ACEH,ACEH TAMIANG,TALANG-TALANG,4058.971,1883557000,0
ACEH,ACEH TAMIANG,TENGGIRI,3273.007,13181861000,36
ACEH,ACEH TAMIANG,TERUBUK,3328.726,244011965,0
ACEH,ACEH TAMIANG,TONGKOL,2963.215,13659260000,0
ACEH,ACEH TAMIANG,UDANG,2300.507,1488118780000,0
ACEH,ACEH TENGAH,DEPIK,14.437,1154960000,0
ACEH,ACEH TENGAH,GABUS,108,4320000,67
ACEH,ACEH TENGAH,KENDIA,418.372,419630000,0
ACEH,ACEH TENGAH,LOBSTER TAWAR,386.239,406490000,0
ACEH,ACEH TENGAH,MAS,1055.278,3699340000,0
ACEH,ACEH TENGAH,NILA,1558.262,20728392000,0
ACEH,ACEH TENGAH,NILEM,61,1525000,0
ACEH,ACEH TENGAH,SELUANG,1940.305,1952544660,0
ACEH,ACEH TENGAH,SEMAH,50,10000000,0
ACEH,ACEH TENGAH,SIDAT,6,1200000,0
ACEH,ACEH TENGGARA,GURAMI,4.169,187605000,0
ACEH,ACEH TENGGARA,JELAWAT,4.86,388800000,0
ACEH,ACEH TENGGARA,LELE,0,107072580000,0
ACEH,ACEH TENGGARA,MAS,10.718,264692520000,0
ACEH,ACEH TENGGARA,NILA,9.606,171612975000,0
ACEH,ACEH TENGGARA,SEPAT,8.372,920920000,0
ACEH,ACEH TIMUR,ALU-ALU,863.2,2288055000,0
ACEH,ACEH TIMUR,AYAM-AYAM,207.949,4359005000,0
ACEH,ACEH TIMUR,BANDENG,0,271520000000,3472
ACEH,ACEH TIMUR,BARONANG,12.997,259940000,0
ACEH,ACEH TIMUR,BAWAL,524.942,3649713000,0
ACEH,ACEH TIMUR,BELANAK,145.427,2908540000,0
ACEH,ACEH TIMUR,BIJI NANGKA,123.775,1980400000,0
ACEH,ACEH TIMUR,CAKALANG,3351.756,77078728000,0
ACEH,ACEH TIMUR,GOLOK-GOLOK,128.257,2821654000,0
ACEH,ACEH TIMUR,GULAMAH,40.613,1015325000,0
ACEH,ACEH TIMUR,HIU,8.11,178420000,0
ACEH,ACEH TIMUR,JULUNG-JULUNG,11.76,258720000,0
ACEH,ACEH TIMUR,KACI-KACI,943.186,3354026000,0
ACEH,ACEH TIMUR,KAKAP,746.403,27217778000,0
ACEH,ACEH TIMUR,KAPAS-KAPAS,69.048,1242864000,0
ACEH,ACEH TIMUR,KEMBUNG,651.148,6788200000,1986
ACEH,ACEH TIMUR,KERAPU,2133.908,29341300000,0
ACEH,ACEH TIMUR,KERONG-KERONG,37.345,709555000,0
ACEH,ACEH TIMUR,KURISI,889,31115000,0
ACEH,ACEH TIMUR,KUWE,103.887,3720100000,0
ACEH,ACEH TIMUR,LAYANG,872.93,95466000000,0
ACEH,ACEH TIMUR,LAYARAN,16.616,332320000,0
ACEH,ACEH TIMUR,LELE,41,738000000,0
ACEH,ACEH TIMUR,LEMADANG,959.114,4946382000,0
ACEH,ACEH TIMUR,LEMURU,168,3024000,0
ACEH,ACEH TIMUR,LENCAM,546.786,8219772000,0
ACEH,ACEH TIMUR,MAKEREL,791.544,342720000,0
ACEH,ACEH TIMUR,MANYUNG,98.009,2058189000,0
ACEH,ACEH TIMUR,NILA,23,575000000,0
ACEH,ACEH TIMUR,PARI,3.392,67840000,0
ACEH,ACEH TIMUR,PEPEREK,279.848,5596960000,0
ACEH,ACEH TIMUR,RAJUNGAN,4.454,178160000,0
ACEH,ACEH TIMUR,SELAR,1342.915,28087362000,615
ACEH,ACEH TIMUR,SUNGLIR,495.935,9918700000,0
ACEH,ACEH TIMUR,SWANGGI,5.541,110820000,0
ACEH,ACEH TIMUR,TALANG-TALANG,351.33,7377930000,0
ACEH,ACEH TIMUR,TENGGIRI,202.188,6672204000,96
ACEH,ACEH TIMUR,TONGKOL,1969.314,250863381456,0
ACEH,ACEH TIMUR,TUNA,988.459,21359217000,0
ACEH,ACEH TIMUR,UDANG,718.041,487982070000,0
ACEH,ACEH UTARA,ALU-ALU,7797.312,4266831000,0
ACEH,ACEH UTARA,AYAM-AYAM,5746.062,19770900000,0
ACEH,ACEH UTARA,BANDENG,638.5,90477000036,3358
ACEH,ACEH UTARA,BARONANG,3519.443,8018869032,0
ACEH,ACEH UTARA,BAWAL,4556.93,133761992000,0
ACEH,ACEH UTARA,BELANAK,5282.576,1999774000,0
ACEH,ACEH UTARA,BIJI NANGKA,6142.294,3999916000,0
ACEH,ACEH UTARA,CAKALANG,8034.656,42464495000,0
ACEH,ACEH UTARA,CUMI-CUMI,6410.918,10523762000,0
ACEH,ACEH UTARA,GULAMAH,6298.136,13303298000,0
ACEH,ACEH UTARA,GURAMI,334.3,11700500000,0
ACEH,ACEH UTARA,JULUNG-JULUNG,5507.507,9814390000,0
ACEH,ACEH UTARA,KACI-KACI,416.136,13316352000,0
ACEH,ACEH UTARA,KAKAP,2429.814,55795557000,0
ACEH,ACEH UTARA,KAKATUA,6246.282,6132225000,0
ACEH,ACEH UTARA,KAPAS-KAPAS,27.065,595430000,0
ACEH,ACEH UTARA,KEMBUNG,4316.739,7148355000,1777
ACEH,ACEH UTARA,KERAPU,1910.669,93032515000,0
ACEH,ACEH UTARA,KERONG-KERONG,5720.156,3369855000,0
ACEH,ACEH UTARA,KURISI,109.988,4399520000,0
ACEH,ACEH UTARA,KUWE,1823.983,41675007000,0
ACEH,ACEH UTARA,LAYANG,4183.604,10190138571,0
ACEH,ACEH UTARA,LAYUR,77.973,1637433000,0
ACEH,ACEH UTARA,LELE,37.7,23854000000,0
ACEH,ACEH UTARA,LEMURU,35.97,647460000,0
ACEH,ACEH UTARA,NILA,97.108,80236376000,0
ACEH,ACEH UTARA,NYUNGLAS,5415.4,6803456000,0
ACEH,ACEH UTARA,PEPEREK,36.821,736420000,0
ACEH,ACEH UTARA,SARDEN,4523.949,3064626000,0
ACEH,ACEH UTARA,SELAR,6601.164,7988502005,645
ACEH,ACEH UTARA,SEMAH,6710.244,3955455000,0
ACEH,ACEH UTARA,SUNGLIR,5548.708,6323276000,0
ACEH,ACEH UTARA,TENGGIRI,3815.91,93223933000,270
ACEH,ACEH UTARA,TERI,5149.855,4228134000,1052
ACEH,ACEH UTARA,TERUBUK,4746.451,1536821000,0
ACEH,ACEH UTARA,TONGKOL,5036.821,78614672000,0
ACEH,ACEH UTARA,TUNA,6614.845,65941500000,0
ACEH,ACEH UTARA,UDANG,4316.477,538677545000,0
ACEH,BENER MERIAH,MAS,1.012,35420000,0
ACEH,BENER MERIAH,NILA,152.838,4585140000,0
ACEH,BIREUEN,BANDENG,0,123600000000,4223
ACEH,BIREUEN,BARONANG,127.555,1658215000,0
ACEH,BIREUEN,BELANAK,138.21,2073150000,0
ACEH,BIREUEN,BILIS,19.59,182585280000,0
ACEH,BIREUEN,CAKALANG,1284.21,28404725700,0
ACEH,BIREUEN,JULUNG-JULUNG,10.86,205320000,0
ACEH,BIREUEN,KEMBUNG,267.15,6337300000,2256
ACEH,BIREUEN,KERAPU,358.3,20615000000,0
ACEH,BIREUEN,KUWE,392.68,15032201440,0
ACEH,BIREUEN,LAYANG,177,2832,0
ACEH,BIREUEN,LAYARAN,85.07,1825100000,0
ACEH,BIREUEN,LELE,298,4458000000,0
ACEH,BIREUEN,MAS,22,660000000,0
ACEH,BIREUEN,NILA,1185.5,29637500000,0
ACEH,BIREUEN,SARDEN,27,324000000,0
ACEH,BIREUEN,SELAR,1237.055,4846365540,695
ACEH,BIREUEN,TALANG-TALANG,82.8,1227600000,0
ACEH,BIREUEN,TENGGIRI,310.05,14696250000,311
ACEH,BIREUEN,TERI,9.71,255700000,2352
ACEH,BIREUEN,TONGKOL,1052.16,22797614120,0
ACEH,BIREUEN,TUNA,355.8,9650500000,0
ACEH,BIREUEN,UDANG,1015.445,355773225000,0
ACEH,GAYO LUES,BAWAL AIR TAWAR,10.754,376390000,0
ACEH,GAYO LUES,GABUS,9.689,649080000,258
ACEH,GAYO LUES,GURAMI,15.8,1264000000,0
ACEH,GAYO LUES,LELE,115.5,4042500000,0
ACEH,GAYO LUES,MAS,329.7,11539500000,0
ACEH,GAYO LUES,NILA,350,12606000000,0
ACEH,GAYO LUES,PATIN,11.94,417900000,0
ACEH,GAYO LUES,SEMAH,416.58,498750000,0
ACEH,GAYO LUES,SIDAT,617,47010000,0
ACEH,KOTA BANDA ACEH,ALU-ALU,55.032,1926120000,0
ACEH,KOTA BANDA ACEH,AYAM-AYAM,976.062,22715526000,0
ACEH,KOTA BANDA ACEH,BANDENG,194,6415000000,911
ACEH,KOTA BANDA ACEH,BAWAL LAUT,1.575,110250000,0
ACEH,KOTA BANDA ACEH,BAYEMAN,2.065,123900000,0
ACEH,KOTA BANDA ACEH,BOTANA,2.884,77792000,0
ACEH,KOTA BANDA ACEH,CAKALANG,2447.014,153849760000,0
ACEH,KOTA BANDA ACEH,CUMI-CUMI,6.369,335235000,0
ACEH,KOTA BANDA ACEH,EKOR KUNING,87.568,1576224000,0
ACEH,KOTA BANDA ACEH,HIU,4.76,147320000,0
ACEH,KOTA BANDA ACEH,JULUNG-JULUNG,63.76,2869200000,0
ACEH,KOTA BANDA ACEH,KACI-KACI,5.252,84032000,0
ACEH,KOTA BANDA ACEH,KAKAP,54.075,2992087000,0
ACEH,KOTA BANDA ACEH,KERAPU,92.634,4779110000,0
ACEH,KOTA BANDA ACEH,KUWE,822.007,4506077000,0
ACEH,KOTA BANDA ACEH,LAYANG,2238.528,80955219000,0
ACEH,KOTA BANDA ACEH,LAYARAN,614.109,27634905000,0
ACEH,KOTA BANDA ACEH,LELE,92.3,2445500000,0
ACEH,KOTA BANDA ACEH,LEMURU,738.042,17671110000,0
ACEH,KOTA BANDA ACEH,MARLIN,122.64,7055550000,0
ACEH,KOTA BANDA ACEH,MUJAIR,105,3150000000,0
ACEH,KOTA BANDA ACEH,NILA,143.4,4302000000,0
ACEH,KOTA BANDA ACEH,PARI,67.585,2618985000,0
ACEH,KOTA BANDA ACEH,PEPEREK,97.17,4372650000,0
ACEH,KOTA BANDA ACEH,SELAR,1022.259,24675283000,192
ACEH,KOTA BANDA ACEH,SOTONG,1.35,94500000,0
ACEH,KOTA BANDA ACEH,SUNGLIR,78.103,1718266000,0
ACEH,KOTA BANDA ACEH,TALANG-TALANG,53.788,2151520000,0
ACEH,KOTA BANDA ACEH,TENGGIRI,427.279,21091706000,144
ACEH,KOTA BANDA ACEH,TONGKOL,3400.969,121550232000,0
ACEH,KOTA BANDA ACEH,TUNA,2318.343,108408064000,0
ACEH,KOTA BANDA ACEH,UDANG,196.9,16057000000,0
ACEH,KOTA LANGSA,ALU-ALU,135,1530,0
ACEH,KOTA LANGSA,BANDENG,475.249,8083560000,977
ACEH,KOTA LANGSA,BELANAK,59.262,1007454000,0
ACEH,KOTA LANGSA,BIJI NANGKA,1416,16992000,0
ACEH,KOTA LANGSA,BULAN,542,5962000,0
ACEH,KOTA LANGSA,GULAMAH,24.186,459534000,0
ACEH,KOTA LANGSA,GURAMI,190,5700000000,0
ACEH,KOTA LANGSA,KAKAP,836.836,26911335500,0
ACEH,KOTA LANGSA,KAPAS-KAPAS,70.655,1521280000,0
ACEH,KOTA LANGSA,KERAPU,235.713,12571790000,0
ACEH,KOTA LANGSA,LELE,300,6000000000,0
ACEH,KOTA LANGSA,NILA,230,8050000000,0
ACEH,KOTA LANGSA,PARI,1447,26046000,0
ACEH,KOTA LANGSA,SEBELAH,43.373,1005552000,0
ACEH,KOTA LANGSA,SELAR,763.169,44413000,398
ACEH,KOTA LANGSA,TALANG-TALANG,1030,15450000,0
ACEH,KOTA LANGSA,UDANG,82.509,129372120000,0
ACEH,KOTA LHOKSEUMAWE,AYAM-AYAM,2596.819,441600000,0
ACEH,KOTA LHOKSEUMAWE,BANDENG,0,41130000000,2827
ACEH,KOTA LHOKSEUMAWE,BARONANG,457.2,979200000,0
ACEH,KOTA LHOKSEUMAWE,BAWAL,2600.65,514122000,0
ACEH,KOTA LHOKSEUMAWE,BELANAK,2285.704,494385000,0
ACEH,KOTA LHOKSEUMAWE,BIJI NANGKA,81.582,1223730000,0
ACEH,KOTA LHOKSEUMAWE,BILIH,98.876,2373024000,0
ACEH,KOTA LHOKSEUMAWE,BILIS,88.673,2128152000,0
ACEH,KOTA LHOKSEUMAWE,BULAN,1711.56,4394700000,0
ACEH,KOTA LHOKSEUMAWE,CAKALANG,2609.029,241876782000,0
ACEH,KOTA LHOKSEUMAWE,CUMI-CUMI,205.57,1081500000,0
ACEH,KOTA LHOKSEUMAWE,GULAMAH,51.96,623520000,0
ACEH,KOTA LHOKSEUMAWE,KAKAP,728.145,1060955000,0
ACEH,KOTA LHOKSEUMAWE,KEMBUNG,245.2,7356000000,1614
ACEH,KOTA LHOKSEUMAWE,KERAPU,77.874,4315468000,0
ACEH,KOTA LHOKSEUMAWE,KURO,54.02,1527528000,0
ACEH,KOTA LHOKSEUMAWE,KUWE,249.534,1962684000,0
ACEH,KOTA LHOKSEUMAWE,LAYANG,1131.601,11316010000,0
ACEH,KOTA LHOKSEUMAWE,LAYUR,1409.15,42869730000,0
ACEH,KOTA LHOKSEUMAWE,LELE,0,30603600000,0
ACEH,KOTA LHOKSEUMAWE,LEMURU,64.168,1155024000,0
ACEH,KOTA LHOKSEUMAWE,MAKEREL,66.579,1597896000,0
ACEH,KOTA LHOKSEUMAWE,NILA,600,12000000000,0
ACEH,KOTA LHOKSEUMAWE,PEPEREK,812.6,201000000,0
ACEH,KOTA LHOKSEUMAWE,SARDEN,62.05,620500000,0
ACEH,KOTA LHOKSEUMAWE,SEBELAH,1241.296,836856000,0
ACEH,KOTA LHOKSEUMAWE,SELAR,1051.197,12614364000,447
ACEH,KOTA LHOKSEUMAWE,SOTONG,400,14400000,0
ACEH,KOTA LHOKSEUMAWE,TALANG-TALANG,13.097,130970000,0
ACEH,KOTA LHOKSEUMAWE,TENGGIRI,1961.2,94800000,92
ACEH,KOTA LHOKSEUMAWE,TERI,644.54,7734480000,1383
ACEH,KOTA LHOKSEUMAWE,TONGKOL,1952.389,156449124000,0
ACEH,KOTA LHOKSEUMAWE,TUNA,758.18,957210000,0
ACEH,KOTA LHOKSEUMAWE,UDANG,0,78285000000,0
ACEH,KOTA SABANG,ALU-ALU,22.75,341250000,0
ACEH,KOTA SABANG,AYAM-AYAM,24.9,373500000,0
ACEH,KOTA SABANG,BAYEMAN,32.4,972000000,0
ACEH,KOTA SABANG,CAKALANG,307.05,7676250000,0
ACEH,KOTA SABANG,GURITA,82,3444000000,0
ACEH,KOTA SABANG,KAKAP,12.776,490980000,0
ACEH,KOTA SABANG,KEMBUNG,6.9,103500000,2509
ACEH,KOTA SABANG,KERAPU,96,5760000000,0
ACEH,KOTA SABANG,KURISI,35.6,1174800000,0
ACEH,KOTA SABANG,KUWE,1109.432,61560920000,0
ACEH,KOTA SABANG,LAYANG,28.45,711250000,0
ACEH,KOTA SABANG,LAYARAN,59,2950000000,0
ACEH,KOTA SABANG,LELE,3.682,92050000,0
ACEH,KOTA SABANG,LENCAM,3.75,75000000,0
ACEH,KOTA SABANG,LOBSTER,6.7,804000000,0
ACEH,KOTA SABANG,LOBSTER TAWAR,2.95,118000000,0
ACEH,KOTA SABANG,MARLIN,67.75,3387500000,0
ACEH,KOTA SABANG,MUJAIR,573.678,206100000,0
ACEH,KOTA SABANG,NILA,821.615,335600000,0
ACEH,KOTA SABANG,PISANG-PISANG,37.435,561525000,0
ACEH,KOTA SABANG,SELAR,121.533,57986112000,70
ACEH,KOTA SABANG,SOTONG,18,1350000000,0
ACEH,KOTA SABANG,SUNGLIR,8.175,81750000,0
ACEH,KOTA SABANG,SWANGGI,24.6,369000000,0
ACEH,KOTA SABANG,TONGKOL,193.473,78277240000,0
ACEH,KOTA SABANG,TUNA,647.55,27197100000,0
ACEH,KOTA SABANG,UDANG,1.167,70020000,0
ACEH,KOTA SUBULUSSALAM,BAUNG,4.732,212940000,0
ACEH,KOTA SUBULUSSALAM,BELUT LAUT,17.585,615475000,0
ACEH,KOTA SUBULUSSALAM,GABUS,4.727,118175000,980
